"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Asph",6.48721549628457e-10,0.563771147776766,0.562,0.196,9.23065892966331e-06,7,"Asph"
"Wfdc18.3",6.73650774643282e-10,-2.86306793197582,0.042,0.52,9.58537687239926e-06,7,"Wfdc18"
"Tgfbr1",7.28245594944026e-10,0.542366450443628,0.458,0.138,1.03622065704585e-05,7,"Tgfbr1"
"Afap1",7.76499893410597e-10,0.494459631551603,0.458,0.136,1.10488169833394e-05,7,"Afap1"
"Man2a2",8.6013082599192e-10,0.385745449327026,0.333,0.075,1.2238801523039e-05,7,"Man2a2"
"Fxyd6.1",8.77537450694693e-10,0.858363622113209,0.479,0.155,1.24864803859348e-05,7,"Fxyd6"
"Kdelr2.4",9.01110309668338e-10,0.748874474532871,0.875,0.606,1.28218985962708e-05,7,"Kdelr2"
"Tiparp",9.24215191332297e-10,0.432821686399586,0.417,0.112,1.31506579574673e-05,7,"Tiparp"
"Ptgs1",9.70444637729908e-10,0.42223693575842,0.312,0.067,1.38084567502589e-05,7,"Ptgs1"
"Rap2a",1.02795429008247e-09,0.555439527947209,0.458,0.142,1.46267615935834e-05,7,"Rap2a"
"Bicc1.5",1.0494565725437e-09,0.771560464778448,0.875,0.487,1.49327175707243e-05,7,"Bicc1"
"Epas1",1.05912005291555e-09,0.518903063161545,0.354,0.087,1.50702192329354e-05,7,"Epas1"
"Pxdn.1",1.09703852560334e-09,0.533292277245357,0.396,0.107,1.560976118081e-05,7,"Pxdn"
"Scyl1",1.10486433633082e-09,0.603741456095615,0.479,0.16,1.57211146416512e-05,7,"Scyl1"
"Tmem109",1.11346823159597e-09,0.523394005528198,0.479,0.148,1.58435394673791e-05,7,"Tmem109"
"5730409E04Rik",1.11874088462597e-09,0.323404501334708,0.25,0.044,1.5918564047343e-05,7,"5730409E04Rik"
"Serinc1.3",1.12573674880021e-09,0.694958853939948,0.688,0.308,1.60181081986782e-05,7,"Serinc1"
"Inpp5a",1.19927384971393e-09,0.340856823949046,0.292,0.06,1.70644676075795e-05,7,"Inpp5a"
"Cblb",1.20752536750962e-09,0.380416760063793,0.312,0.067,1.71818784542944e-05,7,"Cblb"
"App.5",1.22129051086049e-09,0.667993350160379,0.979,0.87,1.7377742679034e-05,7,"App"
"Dnajc3.1",1.29343372861243e-09,0.622421447936384,0.875,0.55,1.84042685244262e-05,7,"Dnajc3"
"Gls.1",1.38737445841242e-09,0.606815702441815,0.562,0.2,1.97409511687504e-05,7,"Gls"
"Ctso",1.4307956197295e-09,0.487243468654966,0.417,0.118,2.0358790873131e-05,7,"Ctso"
"Pik3r1.3",1.65279108422566e-09,0.606050446737095,0.604,0.235,2.3517564337447e-05,7,"Pik3r1"
"Cbx6.3",1.66323889728783e-09,0.544353624163844,0.708,0.297,2.36662262695086e-05,7,"Cbx6"
"Vwa5a.2",1.67844248492266e-09,0.65697849717991,0.562,0.211,2.38825581179645e-05,7,"Vwa5a"
"Rnft1",1.69581752740259e-09,0.465378825648031,0.438,0.13,2.41297875974114e-05,7,"Rnft1"
"Mbtps1.1",1.75483788177646e-09,0.496826252179104,0.583,0.212,2.49695882197972e-05,7,"Mbtps1"
"Slc38a10.1",1.81608309296095e-09,0.573135631261666,0.625,0.253,2.58410463297414e-05,7,"Slc38a10"
"Foxq1.4",1.89450602310645e-09,-1.1487283526833,0,0.464,2.69569262027817e-05,7,"Foxq1"
"Rhbdf1.1",1.92545082288854e-09,0.439889226486608,0.458,0.136,2.73972397588811e-05,7,"Rhbdf1"
"Nfib.5",1.96728143376419e-09,0.739785500671118,0.958,0.768,2.79924475210306e-05,7,"Nfib"
"Gstm1.3",1.97920172385612e-09,1.13991911818992,0.771,0.44,2.81620613287487e-05,7,"Gstm1"
"Tmem9b",2.07450726009782e-09,0.399356856616254,0.5,0.158,2.95181638039319e-05,7,"Tmem9b"
"Ptpn9",2.10488106215951e-09,0.523603440825203,0.5,0.167,2.99503526334677e-05,7,"Ptpn9"
"Ifnar2",2.17709946348593e-09,0.51077940046762,0.5,0.163,3.09779482659414e-05,7,"Ifnar2"
"Map7d1.1",2.22714045848644e-09,0.494645966074418,0.562,0.195,3.16899815838035e-05,7,"Map7d1"
"Qk.5",2.27359964906327e-09,0.570394712500053,0.667,0.276,3.23510494065212e-05,7,"Qk"
"Crip1.2",2.46204637221721e-09,1.04116206962389,0.979,0.868,3.50324578302786e-05,7,"Crip1"
"Rnf145",2.49385080430901e-09,0.334187697278579,0.333,0.078,3.54850030945129e-05,7,"Rnf145"
"Trim12c",2.59543283422257e-09,0.380145602269387,0.375,0.097,3.69304137981529e-05,7,"Trim12c"
"Tapbp.4",2.78579879241734e-09,0.764184933535916,0.812,0.53,3.96391310173064e-05,7,"Tapbp"
"Itgb1.3",2.80366751049441e-09,0.635410113733855,0.938,0.801,3.98933850068249e-05,7,"Itgb1"
"Itfg1.2",2.86226268945484e-09,0.407916788108262,0.604,0.214,4.07271358082529e-05,7,"Itfg1"
"Scarb2.1",2.93144495484371e-09,0.871805885025282,0.604,0.272,4.17115302624711e-05,7,"Scarb2"
"Ext2",2.94660080905831e-09,0.513504993325734,0.562,0.202,4.19271829120907e-05,7,"Ext2"
"Kctd9",3.14899421295641e-09,0.275909222181753,0.292,0.061,4.48070386561567e-05,7,"Kctd9"
"Pacs2",3.25126507671681e-09,0.348012072146933,0.354,0.088,4.62622507766035e-05,7,"Pacs2"
"Hint2.4",3.29045578446913e-09,-0.709755368444533,0.146,0.599,4.68198953572113e-05,7,"Hint2"
"Selenok.3",3.32786120877626e-09,0.639061826195943,0.958,0.848,4.73521371396774e-05,7,"Selenok"
"Gsta3.4",3.46994218247705e-09,-1.17793681519891,0.146,0.637,4.93738073144659e-05,7,"Gsta3"
"Syne1",3.491389330269e-09,0.35485475652311,0.292,0.062,4.96789787803976e-05,7,"Syne1"
"Taldo1.3",3.70914785853941e-09,-0.84799690655495,0.458,0.847,5.27774648791572e-05,7,"Taldo1"
"Lbp.5",3.78967341510499e-09,1.19957432151157,0.833,0.519,5.39232630235289e-05,7,"Lbp"
"Ehd1.1",3.81335878441574e-09,0.498666484350101,0.542,0.191,5.42602821434515e-05,7,"Ehd1"
"Dock6",3.84628682883958e-09,0.292137683973639,0.25,0.047,5.47288152875584e-05,7,"Dock6"
"Ptprf.4",3.99883354277981e-09,-0.781046662630323,0.229,0.668,5.6899402480214e-05,7,"Ptprf"
"Dst.1",4.03564126594811e-09,0.634308296225308,0.542,0.197,5.74231395731756e-05,7,"Dst"
"Ergic1",4.13332635681979e-09,0.469439618423731,0.604,0.235,5.88131007311888e-05,7,"Ergic1"
"Tmem39a",4.37249966155072e-09,0.399074105917878,0.396,0.11,6.22162976842053e-05,7,"Tmem39a"
"Hipk3",4.58216432647261e-09,0.434430490626396,0.417,0.122,6.51996162013787e-05,7,"Hipk3"
"Dhrs7.1",4.75385576945424e-09,0.389780305106382,0.562,0.193,6.76426137435644e-05,7,"Dhrs7"
"Eml1",4.95850589718289e-09,0.388878338811989,0.417,0.118,7.05545804110153e-05,7,"Eml1"
"Taok1.3",4.99502860445537e-09,0.628906180054264,0.667,0.303,7.10742620127954e-05,7,"Taok1"
"Nr2f2",5.10698588633861e-09,0.629223843741068,0.479,0.155,7.2667302176712e-05,7,"Nr2f2"
"Reg3b.4",5.34004983587621e-09,-4.22690689740766,0.25,0.646,7.59835691146826e-05,7,"Reg3b"
"Creld1",5.39430854243926e-09,0.365545834981366,0.375,0.1,7.67556162503683e-05,7,"Creld1"
"Plac8.5",5.40886317461753e-09,1.01901210497068,0.812,0.555,7.69627141116329e-05,7,"Plac8"
"Bmpr2.1",5.44942028504458e-09,0.581971528278686,0.542,0.209,7.75398012358993e-05,7,"Bmpr2"
"Fam46a.1",5.65362203763382e-09,0.62640896476213,0.479,0.158,8.04453879734916e-05,7,"Fam46a"
"Sh3pxd2a",6.36697302538667e-09,0.440479535299201,0.375,0.1,9.05956591782269e-05,7,"Sh3pxd2a"
"Ambp.5",7.09298442856094e-09,-1.4955974802745,0,0.444,0.000100926075433994,7,"Ambp"
"Arsa",7.13594775671953e-09,0.271946424983561,0.25,0.048,0.000101537400630362,7,"Arsa"
"Dtx3.1",7.40075565641563e-09,0.454466680439566,0.5,0.162,0.000105305352235138,7,"Dtx3"
"Cebpb.3",8.23858277242894e-09,0.820516390355837,0.875,0.681,0.000117226794268891,7,"Cebpb"
"Olfm1",8.69999057950126e-09,0.35055022015289,0.25,0.049,0.000123792165955723,7,"Olfm1"
"Hdac7.1",8.74557853787965e-09,0.540881432257039,0.521,0.196,0.00012444083701549,7,"Hdac7"
"Lyst",8.96487937669365e-09,0.294902190602976,0.333,0.08,0.000127561268650974,7,"Lyst"
"Pld3.1",9.10768710007989e-09,0.464645846429954,0.583,0.221,0.000129593279747037,7,"Pld3"
"Acap3",9.38506789891674e-09,0.282378717511311,0.271,0.056,0.000133540131133686,7,"Acap3"
"Ids",9.43380618671057e-09,0.440479535299201,0.396,0.112,0.000134233628230705,7,"Ids"
"Surf4.2",9.86956720037282e-09,0.799941469073536,0.833,0.518,0.000140434071694105,7,"Surf4"
"Serinc2.3",1.0397535413516e-08,-0.768736095297342,0.021,0.471,0.000147946531398919,7,"Serinc2"
"Setd7",1.09034818104425e-08,0.502853531066693,0.396,0.118,0.000155145642680786,7,"Setd7"
"Qpct.1",1.13225322729195e-08,0.681842354910504,0.417,0.132,0.000161108311711372,7,"Qpct"
"Zdhhc1",1.13547716601887e-08,0.355325779100963,0.354,0.093,0.000161567045952826,7,"Zdhhc1"
"Aak1",1.17085443953597e-08,0.354721328079927,0.458,0.142,0.000166600878201573,7,"Aak1"
"Tmem140",1.17527698612612e-08,0.437451842601633,0.396,0.113,0.000167230162355886,7,"Tmem140"
"Reg3g.3",1.18247522003982e-08,-2.1842444547672,0.042,0.483,0.000168254399059466,7,"Reg3g"
"Nr3c1.2",1.19035991307569e-08,0.723384499778821,0.583,0.248,0.000169376312031539,7,"Nr3c1"
"Dbn1.2",1.26870656886582e-08,0.493291973738779,0.438,0.136,0.000180524257683917,7,"Dbn1"
"Tmed7.1",1.30555619560643e-08,0.620570320886199,0.646,0.305,0.000185767591072839,7,"Tmed7"
"Spcs1.1",1.30582769922628e-08,0.602617448389009,0.958,0.807,0.000185806223322907,7,"Spcs1"
"Nectin2.2",1.33779245635473e-08,-0.796153555020532,0.188,0.597,0.000190354488614715,7,"Nectin2"
"Pafah1b3.2",1.3448434808092e-08,-0.699392508643111,0.229,0.666,0.000191357778884341,7,"Pafah1b3"
"Rfng",1.4795899689406e-08,0.32494403305789,0.271,0.058,0.000210530856680558,7,"Rfng"
"Ltbr.1",1.49500328942473e-08,0.518349218904677,0.583,0.233,0.000212724018052244,7,"Ltbr"
"Pim1.1",1.5234847089862e-08,0.493840165291886,0.479,0.163,0.000216776639241647,7,"Pim1"
"Klc1.1",1.55428000805992e-08,0.453051259358404,0.438,0.142,0.000221158502346846,7,"Klc1"
"Ophn1",1.57688133079476e-08,0.383968424688183,0.25,0.051,0.000224374444558786,7,"Ophn1"
"Zfyve21.2",1.57793750313778e-08,0.558352568483445,0.542,0.208,0.000224524727321475,7,"Zfyve21"
"Abhd17b",1.67004751102063e-08,0.40308254663876,0.438,0.138,0.000237631060343125,7,"Abhd17b"
"Fam168a",1.67463213570576e-08,0.351245104186981,0.417,0.123,0.000238283406589573,7,"Fam168a"
"Glt8d1",1.67878812840314e-08,0.46189313611021,0.417,0.13,0.000238874762790483,7,"Glt8d1"
"Tmem50a.2",1.7905475501351e-08,0.663009730120058,0.854,0.626,0.000254777010908723,7,"Tmem50a"
"Ddah2.6",1.83954847952578e-08,0.533501901891442,0.75,0.319,0.000261749353151724,7,"Ddah2"
"Cacna1a",1.8564491388167e-08,0.348012072146933,0.333,0.085,0.000264154147962229,7,"Cacna1a"
"Wls.4",1.88170792883902e-08,0.746176766978757,0.646,0.308,0.000267748221194504,7,"Wls"
"Anxa1.4",1.90380597016683e-08,0.902920425664504,0.896,0.656,0.000270892551495038,7,"Anxa1"
"Kcnk1.2",1.95446936771122e-08,-0.753301672147419,0.021,0.445,0.00027810144633163,7,"Kcnk1"
"Rora.1",1.96393598501958e-08,0.583441894485085,0.438,0.143,0.000279448451308437,7,"Rora"
"Slc48a1",2.09372726907567e-08,0.418484800897312,0.542,0.199,0.000297916453116777,7,"Slc48a1"
"Hmgb2.2",2.10247471689902e-08,-1.01547045891764,0.125,0.578,0.000299161127467562,7,"Hmgb2"
"Mmp7.4",2.11769244618704e-08,-1.86189379278794,0,0.424,0.000301326458167954,7,"Mmp7"
"Arl4c.4",2.13487976991376e-08,-0.946030922802365,0.062,0.494,0.00030377204246103,7,"Arl4c"
"Ppfibp1",2.21032995792576e-08,0.50088336432512,0.479,0.167,0.000314507849713256,7,"Ppfibp1"
"Zfp592",2.29197025671407e-08,0.374833603373711,0.354,0.098,0.000326124447827845,7,"Zfp592"
"Gm2a.1",2.34246995676855e-08,0.494407002457539,0.458,0.155,0.000333310050148596,7,"Gm2a"
"Orai3",2.40001960668097e-08,0.368700456874359,0.417,0.128,0.000341498789834635,7,"Orai3"
"Pcyt1a",2.50135617007246e-08,0.328981384738234,0.396,0.113,0.00035591796943961,7,"Pcyt1a"
"Ncoa7.1",2.52965217189364e-08,0.50279793052556,0.417,0.131,0.000359944207538746,7,"Ncoa7"
"2700081O15Rik",2.5343340906984e-08,0.301154399915314,0.333,0.085,0.000360610397765475,7,"2700081O15Rik"
"S100a11.2",2.74836063254987e-08,-1.2207256677128,1,0.94,0.000391064234405521,7,"S100a11"
"Phlda3.6",2.78917773509588e-08,0.500353625674429,0.708,0.301,0.000396872099926793,7,"Phlda3"
"Ube2g2",2.80362322199309e-08,0.369472939639396,0.438,0.138,0.000398927548257396,7,"Ube2g2"
"Erap1",2.81345014566217e-08,0.390381929402377,0.396,0.118,0.00040032582122627,7,"Erap1"
"Ostc.3",2.91917589904339e-08,0.665703547418812,0.896,0.742,0.000415369538674884,7,"Ostc"
"Smc6.1",2.94770534839471e-08,0.590806657588722,0.583,0.248,0.000419428994023083,7,"Smc6"
"Abhd14a",2.98593079342309e-08,0.425404214837103,0.5,0.18,0.000424868092596172,7,"Abhd14a"
"Knop1.3",3.03707089156936e-08,-0.727914948978253,0.208,0.615,0.000432144817161404,7,"Knop1"
"Tshz2.4",3.04894766956057e-08,0.990864810643807,0.771,0.566,0.000433834763901773,7,"Tshz2"
"Cd320",3.06688566681168e-08,0.476228473914786,0.458,0.154,0.000436387161530634,7,"Cd320"
"Ccdc186",3.11699534041816e-08,0.330314446317381,0.438,0.136,0.000443517266988099,7,"Ccdc186"
"Armcx2",3.29828066203604e-08,0.355421451705586,0.25,0.053,0.000469312355401109,7,"Armcx2"
"Zc3hav1",3.40530673356629e-08,0.532319418753615,0.479,0.169,0.000484541095119148,7,"Zc3hav1"
"Rps27l.1",3.48911281948635e-08,-0.752242633982945,0.854,0.975,0.000496465863084713,7,"Rps27l"
"Rtp4.1",3.50188941635198e-08,0.410682709130338,0.396,0.118,0.000498283845052723,7,"Rtp4"
"Tcn2.1",3.5114230701615e-08,0.601052581839639,0.604,0.263,0.00049964038865328,7,"Tcn2"
"Lrpap1.4",3.54083512567332e-08,0.488929352622317,0.708,0.322,0.000503825430032057,7,"Lrpap1"
"Rgmb.1",3.64925189152542e-08,0.53951589023281,0.5,0.18,0.000519252051645151,7,"Rgmb"
"Agrn.4",3.65201653658124e-08,-0.861325317687308,0.188,0.611,0.000519645432990145,7,"Agrn"
"Blvrb.2",3.77834199356377e-08,0.538635992051395,0.667,0.298,0.000537620282264188,7,"Blvrb"
"Jup.2",3.80945100436848e-08,-0.676889431339031,0.271,0.68,0.000542046783411591,7,"Jup"
"Ppp1r9b",3.8292675818717e-08,0.419417919771372,0.396,0.119,0.000544866484224525,7,"Ppp1r9b"
"Ly6d.6",3.90235759112954e-08,-2.58266521513878,0,0.412,0.000555266461641823,7,"Ly6d"
"Ctsz.2",4.07814328112856e-08,0.732763381358108,0.833,0.699,0.000580279007471783,7,"Ctsz"
"H2-T22",4.52959172372723e-08,0.399789113022439,0.417,0.132,0.000644515606369147,7,"H2-T22"
"Dusp1.3",4.59789895295878e-08,1.20539523207495,0.583,0.248,0.000654235042016505,7,"Dusp1"
"Cbl",4.76695955314556e-08,0.371650534768885,0.521,0.183,0.000678290674817081,7,"Cbl"
"Clstn1.4",4.8492674967015e-08,0.371585193100072,0.646,0.254,0.000690002272105656,7,"Clstn1"
"Lnpep.2",5.14072156962951e-08,0.546966194718016,0.625,0.278,0.000731473272142582,7,"Lnpep"
"Gns",5.28689918422602e-08,0.516768976140232,0.521,0.199,0.00075227288492352,7,"Gns"
"Nkiras1",5.30236784001748e-08,0.302223956557807,0.271,0.062,0.000754473919956088,7,"Nkiras1"
"Me1.4",5.46785904695859e-08,-0.735292219319225,0.188,0.632,0.000778021663791737,7,"Me1"
"Copg1.2",5.84183672639601e-08,0.469959646326422,0.562,0.227,0.000831234947798888,7,"Copg1"
"Bst2.5",6.20493114951086e-08,0.891714451965374,0.812,0.514,0.0008828996532639,7,"Bst2"
"Spry1",6.25190855731112e-08,0.841540910390751,0.396,0.134,0.000889584068619799,7,"Spry1"
"Wdfy2",6.33035185829512e-08,0.337348038171907,0.312,0.081,0.000900745765916813,7,"Wdfy2"
"Isg15",6.37371525165213e-08,0.908059292757291,0.354,0.098,0.000906915943157581,7,"Isg15"
"Cd44.4",6.38825608484009e-08,-1.2002002703814,0.354,0.708,0.000908984958311896,7,"Cd44"
"Ptma.3",6.3980846257167e-08,-0.843782417978286,1,0.967,0.00091038346139323,7,"Ptma"
"Phf11d",6.49566964083724e-08,0.38105883435269,0.312,0.081,0.000924268833194731,7,"Phf11d"
"Stt3a.3",6.695210193091e-08,0.575485448052398,0.688,0.339,0.000952661458374918,7,"Stt3a"
"Gclm.2",7.00415231069966e-08,-0.727069041571498,0.146,0.558,0.000996620832289455,7,"Gclm"
"Daglb",8.06924789493931e-08,0.384578201378364,0.271,0.063,0.00114817328297091,7,"Daglb"
"Palmd.5",8.11067047988277e-08,-0.941511334823569,0.042,0.45,0.00115406730258252,7,"Palmd"
"Sept7.1",8.12912271818812e-08,0.84677131705263,0.771,0.592,0.00115669287157099,7,"Sept7"
"Tpcn1",8.73617724290587e-08,0.408069603831826,0.312,0.082,0.00124307065989308,7,"Tpcn1"
"Ccdc28b",8.88069296530118e-08,0.329295765877174,0.333,0.091,0.00126363380203271,7,"Ccdc28b"
"Ktn1.4",8.92155082853391e-08,-0.805952004393143,0.312,0.693,0.00126944746739209,7,"Ktn1"
"Dbi.3",9.76830993708001e-08,-1.45348840342923,0.979,0.945,0.00138993282094712,7,"Dbi"
"P3h4",1.00802469644969e-07,0.52317943052358,0.417,0.144,0.00143431834057826,7,"P3h4"
"Prkacb",1.09184322326372e-07,0.4534185910067,0.458,0.166,0.00155358372238195,7,"Prkacb"
"Ftl1.3",1.09686099802226e-07,0.500274647892446,1,0.992,0.00156072351408588,7,"Ftl1"
"Tspan31.4",1.12281278663618e-07,0.575314929320913,0.667,0.322,0.00159765031410463,7,"Tspan31"
"Stxbp1",1.1251446983511e-07,0.266259052148034,0.271,0.063,0.00160096839128378,7,"Stxbp1"
"Tinagl1.2",1.14459213818368e-07,-0.835360017371863,0.083,0.487,0.00162864015342155,7,"Tinagl1"
"Dsp.4",1.1706443259799e-07,-0.739919657102728,0.021,0.428,0.0016657098114368,7,"Dsp"
"Rps6ka3.1",1.23487134650284e-07,0.547502348149583,0.521,0.215,0.00175709843893889,7,"Rps6ka3"
"Arl8b",1.25069940030241e-07,0.406112876228343,0.542,0.204,0.0017796201766903,7,"Arl8b"
"Acp2",1.25427661369352e-07,0.394040043927768,0.333,0.095,0.0017847101936245,7,"Acp2"
"Maml2",1.26134567888816e-07,0.375543700310379,0.354,0.103,0.00179476876648996,7,"Maml2"
"Rab12.3",1.30546175436285e-07,0.47431381531805,0.583,0.241,0.00185754153028291,7,"Rab12"
"Lrg1.2",1.34340390819538e-07,-1.1464427860938,0.042,0.44,0.0019115294209712,7,"Lrg1"
"Prcp",1.35353321590365e-07,0.32761040088914,0.333,0.092,0.0019259424129093,7,"Prcp"
"Adamts1.1",1.36321452730251e-07,0.479076147783567,0.5,0.179,0.00193971795089874,7,"Adamts1"
"Bach1.1",1.39706327986628e-07,0.314141358084682,0.438,0.142,0.00198788134092173,7,"Bach1"
"Pfkp",1.40164682404209e-07,0.414944443192064,0.396,0.123,0.00199440326592948,7,"Pfkp"
"Tor3a",1.4428829527405e-07,0.256673003318836,0.292,0.073,0.00205307815345446,7,"Tor3a"
"Gba",1.47263437873966e-07,0.270975549717959,0.333,0.091,0.00209541145750866,7,"Gba"
"Smim27.4",1.47676188487101e-07,0.392237350901904,0.625,0.257,0.00210128448598295,7,"Smim27"
"Mt2.3",1.50804697363483e-07,1.04604322176508,0.667,0.309,0.002145800038785,7,"Mt2"
"Megf8",1.65023370297991e-07,0.298332814677462,0.354,0.103,0.00234811753597011,7,"Megf8"
"Anxa6.5",1.86000569377633e-07,0.495077742643914,0.583,0.245,0.00264660210167434,7,"Anxa6"
"Perp.5",1.87741657076449e-07,-0.747600179537181,0,0.382,0.00267137603854079,7,"Perp"
"Lurap1l.4",1.88429154444826e-07,-0.940897617898058,0.188,0.6,0.00268115843859543,7,"Lurap1l"
"Carm1",1.93269657668313e-07,0.321568403852563,0.354,0.105,0.00275003395896242,7,"Carm1"
"Ctnna1.3",1.93297094996222e-07,-0.760116004760722,0.479,0.8,0.00275042436470125,7,"Ctnna1"
"Golm1.3",2.02237246214321e-07,-0.825612215063767,0.062,0.447,0.00287763377638357,7,"Golm1"
"B4gat1",2.02455075693456e-07,0.413615017133496,0.417,0.143,0.00288073327204219,7,"B4gat1"
"Sec31a.2",2.03680865767334e-07,0.671323621350834,0.604,0.284,0.0028981750390034,7,"Sec31a"
"Fnip1",2.05091883824127e-07,0.309151146341255,0.333,0.094,0.00291825241493351,7,"Fnip1"
"Oaz2",2.07737714793632e-07,0.367301260273535,0.438,0.15,0.00295589994379859,7,"Oaz2"
"Bmf",2.10393157517701e-07,0.34331018300663,0.312,0.086,0.00299368423831937,7,"Bmf"
"Lbh",2.13981379503864e-07,0.495588045250639,0.375,0.117,0.00304474104896048,7,"Lbh"
"Fkbp11",2.18666476086732e-07,0.591865360975844,0.5,0.193,0.00311140528823811,7,"Fkbp11"
"C1qtnf12",2.21925607039013e-07,0.295256704682874,0.354,0.104,0.00315777946255812,7,"C1qtnf12"
"Crat",2.22784157861361e-07,0.302721695062275,0.312,0.085,0.00316999578220931,7,"Crat"
"Uqcrfs1.2",2.23767410204336e-07,-0.632093665545223,0.396,0.73,0.0031839864797975,7,"Uqcrfs1"
"Ptpra",2.26224361419642e-07,0.581070522372738,0.5,0.21,0.00321894643864008,7,"Ptpra"
"Psmb9.1",2.30881668323106e-07,0.334101209955198,0.417,0.137,0.00328521525856948,7,"Psmb9"
"Fnbp1",2.34042350502935e-07,0.297707448784088,0.271,0.067,0.00333018860530626,7,"Fnbp1"
"L3hypdh",2.35079299586834e-07,0.326317001047614,0.312,0.086,0.00334494335382107,7,"L3hypdh"
"Stx4a.2",2.43889616415882e-07,0.50049636077629,0.562,0.252,0.00347030535198159,7,"Stx4a"
"Rab8b",2.49840387606164e-07,0.282478475154891,0.292,0.075,0.00355497887524811,7,"Rab8b"
"Itgb4.2",2.56115725835533e-07,-0.837448845381357,0.062,0.444,0.0036442706629138,7,"Itgb4"
"Tpm2.2",2.90831798332776e-07,0.69629360400046,0.417,0.138,0.00413824565847706,7,"Tpm2"
"Rab34.1",2.93031036924266e-07,0.524202691110409,0.479,0.183,0.00416953862439538,7,"Rab34"
"Pik3r2",2.93873257920505e-07,0.352263567063685,0.417,0.14,0.00418152258695086,7,"Pik3r2"
"Emc6.1",2.97111291321063e-07,-0.584101447254302,0.208,0.624,0.0042275965642074,7,"Emc6"
"Gsr.3",2.97612961722457e-07,-0.722331868119843,0.104,0.505,0.00423473483234884,7,"Gsr"
"Myl12b.3",3.02582509710233e-07,-0.907969545472048,0.771,0.919,0.00430544653066691,7,"Myl12b"
"Gorasp1",3.22125266260739e-07,0.264656947551532,0.271,0.067,0.00458352041362406,7,"Gorasp1"
"Slc39a14",3.28784217700993e-07,0.517034690302671,0.292,0.079,0.00467827063366742,7,"Slc39a14"
"St5.1",3.29694561829466e-07,0.306924259287669,0.458,0.158,0.00469122392027147,7,"St5"
"Ssh2",3.31531461704121e-07,0.385745449327026,0.312,0.089,0.00471736116858794,7,"Ssh2"
"Cox17.1",3.33055600923524e-07,-0.642159068975531,0.417,0.736,0.00473904814554083,7,"Cox17"
"Arl5b",3.34682195378217e-07,0.30141549756165,0.333,0.095,0.00476219295803666,7,"Arl5b"
"Lmbr1",3.38698848384155e-07,0.300885192449673,0.292,0.078,0.00481934591365814,7,"Lmbr1"
"Iscu.2",3.40796888587602e-07,0.488414012362904,0.667,0.32,0.00484919892771299,7,"Iscu"
"Eif4g2.1",3.45039529554758e-07,0.547767817842279,0.979,0.835,0.00490956746603465,7,"Eif4g2"
"Nek9",3.48393408559122e-07,0.390855988252432,0.396,0.134,0.00495728981038775,7,"Nek9"
"Rsu1.3",3.4900623657391e-07,0.488274006050902,0.583,0.255,0.00496600974021016,7,"Rsu1"
"Ssr1.1",3.5181240908882e-07,0.594164856155333,0.771,0.524,0.00500593876892482,7,"Ssr1"
"Tkt.4",3.66539917415211e-07,-0.826282513293383,0.562,0.832,0.00521549648490103,7,"Tkt"
"Sdc4.3",3.68391007537149e-07,-0.777726304338711,0.604,0.883,0.0052418356462461,7,"Sdc4"
"Atrnl1",3.84460351139805e-07,0.356881245603004,0.312,0.088,0.00547048633636829,7,"Atrnl1"
"Ckap5",3.85790920906009e-07,0.32883095514205,0.396,0.129,0.00548941901357161,7,"Ckap5"
"Ctnnb1.3",4.01066451533385e-07,-0.793359924069174,0.812,0.907,0.00570677453886854,7,"Ctnnb1"
"Ube2w",4.05185033392466e-07,0.467980885209592,0.479,0.189,0.00576537784014141,7,"Ube2w"
"Gkn3.5",4.07978900138287e-07,-3.24501780710709,0.042,0.414,0.00580513177006768,7,"Gkn3"
"Hsp90ab1.5",4.08913704566162e-07,-0.730346451219637,1,0.955,0.00581843310227192,7,"Hsp90ab1"
"Vldlr",4.14004351066237e-07,0.487532007664106,0.271,0.073,0.00589086791132149,7,"Vldlr"
"Selenof.3",4.19955063415056e-07,0.493002292987914,1,0.908,0.00597554059733283,7,"Selenof"
"Dusp3",4.24527697070245e-07,0.364199064639418,0.354,0.107,0.00604060460161252,7,"Dusp3"
"Brms1l",4.27701237804646e-07,0.266259052148034,0.271,0.068,0.00608576091272231,7,"Brms1l"
"St3gal4.4",4.39845807623315e-07,-0.841297543732137,0.292,0.655,0.00625856599667216,7,"St3gal4"
"Edem1",4.44857013322929e-07,0.35944933060036,0.438,0.153,0.00632987044257196,7,"Edem1"
"Cd47.4",4.45286778025626e-07,0.592794529089405,0.958,0.86,0.00633598556452664,7,"Cd47"
"Bfar",4.47785588221413e-07,0.3653428243512,0.479,0.179,0.00637154113480249,7,"Bfar"
"Tspan6",4.58639362755398e-07,0.403685814823691,0.312,0.091,0.00652597949264656,7,"Tspan6"
"Rab5b",4.834330407229e-07,0.392204164518766,0.458,0.171,0.00687876873644614,7,"Rab5b"
"Slc39a1.1",4.8506517168126e-07,0.667429371161933,0.729,0.431,0.00690199232785264,7,"Slc39a1"
"Pigk",4.87004762436068e-07,0.368071039771151,0.438,0.155,0.00692959076470281,7,"Pigk"
"Acly.2",4.98100949731381e-07,0.493080711455336,0.604,0.27,0.00708747841372783,7,"Acly"
